epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.5474,0.90885,3.36974,1.28429,0.00589,0.72417,0.14041,0.10976,0.82307,3.50222,1.12382,8e-05,8e-05,8e-05
